Model,TaskID,SelectedCloud,SLA,Reason
PPO,475,1.0,YES,Balanced decision between SLA and cost
PPO,476,2.0,NO,High cost led to choosing cheaper cloud
PPO,477,1.0,NO,Execution time exceeded SLA deadline
PPO,478,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,479,2.0,NO,High cost led to choosing cheaper cloud
PPO,480,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,481,1.0,YES,Balanced decision between SLA and cost
PPO,482,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,483,2.0,NO,High cost led to choosing cheaper cloud
PPO,484,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,485,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,486,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,487,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,488,1.0,NO,Execution time exceeded SLA deadline
PPO,489,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,490,1.0,NO,Execution time exceeded SLA deadline
PPO,491,2.0,NO,Execution time exceeded SLA deadline
PPO,492,2.0,YES,High cost led to choosing cheaper cloud
PPO,493,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,494,2.0,NO,High cost led to choosing cheaper cloud
PPO,495,1.0,NO,Execution time exceeded SLA deadline
PPO,496,1.0,NO,Execution time exceeded SLA deadline
PPO,497,2.0,NO,High cost led to choosing cheaper cloud
PPO,498,2.0,YES,High cost led to choosing cheaper cloud
PPO,499,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,500,1.0,NO,Execution time exceeded SLA deadline
PPO,501,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,502,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,503,1.0,NO,Execution time exceeded SLA deadline
PPO,504,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,505,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,506,1.0,NO,Execution time exceeded SLA deadline
PPO,507,1.0,YES,Balanced decision between SLA and cost
PPO,508,2.0,NO,High cost led to choosing cheaper cloud
PPO,509,1.0,NO,Execution time exceeded SLA deadline
PPO,510,2.0,NO,High cost led to choosing cheaper cloud
PPO,511,2.0,NO,High cost led to choosing cheaper cloud
PPO,512,2.0,YES,High cost led to choosing cheaper cloud
PPO,513,2.0,YES,High cost led to choosing cheaper cloud
PPO,514,1.0,NO,Execution time exceeded SLA deadline
PPO,515,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,516,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,517,1.0,NO,Execution time exceeded SLA deadline
PPO,518,1.0,NO,Execution time exceeded SLA deadline
PPO,519,2.0,YES,High cost led to choosing cheaper cloud
PPO,520,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,521,2.0,YES,High cost led to choosing cheaper cloud
PPO,522,1.0,NO,Execution time exceeded SLA deadline
PPO,523,1.0,NO,Execution time exceeded SLA deadline
PPO,524,1.0,NO,Execution time exceeded SLA deadline
PPO,525,1.0,YES,Balanced decision between SLA and cost
PPO,526,1.0,YES,Balanced decision between SLA and cost
PPO,527,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,528,2.0,NO,High cost led to choosing cheaper cloud
PPO,529,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,530,2.0,NO,Execution time exceeded SLA deadline
PPO,531,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,532,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,533,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,534,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,535,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,536,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,537,1.0,YES,Balanced decision between SLA and cost
PPO,538,1.0,NO,Execution time exceeded SLA deadline
PPO,539,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,540,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,541,1.0,YES,Balanced decision between SLA and cost
PPO,542,2.0,NO,High cost led to choosing cheaper cloud
PPO,543,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,544,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,545,2.0,NO,High cost led to choosing cheaper cloud
PPO,546,2.0,NO,High cost led to choosing cheaper cloud
PPO,547,1.0,NO,Execution time exceeded SLA deadline
PPO,548,2.0,YES,High cost led to choosing cheaper cloud
PPO,549,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,550,2.0,YES,High cost led to choosing cheaper cloud
PPO,551,2.0,NO,High cost led to choosing cheaper cloud
PPO,552,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,553,1.0,NO,Execution time exceeded SLA deadline
PPO,554,1.0,NO,Execution time exceeded SLA deadline
PPO,555,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,556,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,557,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,558,2.0,NO,High cost led to choosing cheaper cloud
PPO,559,1.0,YES,Balanced decision between SLA and cost
PPO,560,2.0,NO,High cost led to choosing cheaper cloud
PPO,561,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,562,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,563,1.0,YES,Balanced decision between SLA and cost
PPO,564,2.0,NO,High cost led to choosing cheaper cloud
PPO,565,2.0,NO,High cost led to choosing cheaper cloud
PPO,566,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,567,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,568,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,569,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,570,2.0,NO,High cost led to choosing cheaper cloud
PPO,571,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,572,2.0,YES,High cost led to choosing cheaper cloud
PPO,573,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,574,2.0,NO,High cost led to choosing cheaper cloud
PPO,575,1.0,NO,Execution time exceeded SLA deadline
PPO,576,1.0,NO,Execution time exceeded SLA deadline
PPO,577,2.0,NO,High cost led to choosing cheaper cloud
PPO,578,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,579,1.0,YES,Balanced decision between SLA and cost
PPO,580,2.0,YES,High cost led to choosing cheaper cloud
PPO,581,1.0,YES,Balanced decision between SLA and cost
PPO,582,1.0,NO,Execution time exceeded SLA deadline
PPO,583,1.0,NO,Execution time exceeded SLA deadline
PPO,584,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,585,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,586,1.0,NO,Execution time exceeded SLA deadline
PPO,587,2.0,NO,Execution time exceeded SLA deadline
PPO,588,1.0,NO,Execution time exceeded SLA deadline
PPO,589,1.0,NO,Execution time exceeded SLA deadline
PPO,590,2.0,NO,High cost led to choosing cheaper cloud
PPO,591,2.0,YES,High cost led to choosing cheaper cloud
PPO,592,1.0,YES,Balanced decision between SLA and cost
PPO,593,1.0,YES,Balanced decision between SLA and cost
PPO,594,2.0,YES,High cost led to choosing cheaper cloud
PPO,595,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,596,1.0,NO,Execution time exceeded SLA deadline
PPO,597,1.0,NO,Execution time exceeded SLA deadline
PPO,598,2.0,NO,Execution time exceeded SLA deadline
PPO,599,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,600,2.0,YES,High cost led to choosing cheaper cloud
PPO,601,1.0,NO,Execution time exceeded SLA deadline
PPO,602,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,603,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,604,1.0,NO,Execution time exceeded SLA deadline
PPO,605,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,606,1.0,NO,Execution time exceeded SLA deadline
PPO,607,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,608,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,609,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,610,1.0,NO,Execution time exceeded SLA deadline
PPO,611,2.0,YES,High cost led to choosing cheaper cloud
PPO,612,1.0,YES,Balanced decision between SLA and cost
PPO,613,2.0,NO,High cost led to choosing cheaper cloud
PPO,614,1.0,YES,Balanced decision between SLA and cost
PPO,615,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,616,1.0,NO,Execution time exceeded SLA deadline
PPO,617,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,618,2.0,NO,High cost led to choosing cheaper cloud
PPO,619,1.0,YES,Balanced decision between SLA and cost
PPO,620,1.0,NO,Execution time exceeded SLA deadline
PPO,621,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,622,2.0,NO,Execution time exceeded SLA deadline
PPO,623,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,624,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,625,2.0,YES,High cost led to choosing cheaper cloud
PPO,626,1.0,YES,Balanced decision between SLA and cost
PPO,627,1.0,NO,Execution time exceeded SLA deadline
PPO,628,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,629,1.0,NO,Execution time exceeded SLA deadline
PPO,630,2.0,YES,High cost led to choosing cheaper cloud
PPO,631,1.0,YES,Balanced decision between SLA and cost
PPO,632,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,633,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,634,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,635,2.0,NO,High cost led to choosing cheaper cloud
PPO,636,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,637,1.0,NO,Execution time exceeded SLA deadline
PPO,638,2.0,NO,High cost led to choosing cheaper cloud
PPO,639,1.0,NO,Execution time exceeded SLA deadline
PPO,640,1.0,NO,Execution time exceeded SLA deadline
PPO,641,1.0,NO,Execution time exceeded SLA deadline
PPO,642,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,643,1.0,NO,Execution time exceeded SLA deadline
PPO,644,1.0,NO,Execution time exceeded SLA deadline
PPO,645,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,646,1.0,YES,Balanced decision between SLA and cost
PPO,647,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,648,1.0,NO,Execution time exceeded SLA deadline
PPO,649,1.0,YES,Balanced decision between SLA and cost
PPO,650,2.0,NO,High cost led to choosing cheaper cloud
PPO,651,2.0,NO,High cost led to choosing cheaper cloud
PPO,652,2.0,NO,Execution time exceeded SLA deadline
PPO,653,1.0,YES,Balanced decision between SLA and cost
PPO,654,1.0,YES,Balanced decision between SLA and cost
PPO,655,1.0,YES,Balanced decision between SLA and cost
PPO,656,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,657,2.0,NO,High cost led to choosing cheaper cloud
PPO,658,1.0,NO,Execution time exceeded SLA deadline
PPO,659,2.0,YES,High cost led to choosing cheaper cloud
PPO,660,1.0,NO,Execution time exceeded SLA deadline
PPO,661,1.0,YES,Balanced decision between SLA and cost
PPO,662,1.0,NO,Execution time exceeded SLA deadline
PPO,663,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,664,1.0,YES,Balanced decision between SLA and cost
PPO,665,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,666,1.0,YES,Balanced decision between SLA and cost
PPO,667,2.0,NO,Execution time exceeded SLA deadline
PPO,668,2.0,NO,High cost led to choosing cheaper cloud
PPO,669,2.0,NO,High cost led to choosing cheaper cloud
PPO,670,1.0,NO,Execution time exceeded SLA deadline
PPO,671,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,672,2.0,NO,Execution time exceeded SLA deadline
PPO,673,2.0,NO,High cost led to choosing cheaper cloud
PPO,674,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,675,1.0,NO,Execution time exceeded SLA deadline
PPO,676,2.0,YES,High cost led to choosing cheaper cloud
PPO,677,1.0,NO,Execution time exceeded SLA deadline
PPO,678,1.0,NO,Execution time exceeded SLA deadline
PPO,679,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,680,2.0,YES,High cost led to choosing cheaper cloud
PPO,681,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,682,2.0,YES,High cost led to choosing cheaper cloud
PPO,683,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,684,2.0,NO,High cost led to choosing cheaper cloud
PPO,685,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,686,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,687,2.0,YES,High cost led to choosing cheaper cloud
PPO,688,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,689,1.0,NO,Execution time exceeded SLA deadline
PPO,690,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,691,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,692,2.0,YES,High cost led to choosing cheaper cloud
PPO,693,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,694,2.0,NO,High cost led to choosing cheaper cloud
PPO,695,2.0,YES,High cost led to choosing cheaper cloud
PPO,696,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,697,1.0,NO,Execution time exceeded SLA deadline
PPO,698,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,699,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,700,1.0,NO,Execution time exceeded SLA deadline
PPO,701,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,702,2.0,YES,High cost led to choosing cheaper cloud
PPO,703,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,704,2.0,NO,High cost led to choosing cheaper cloud
PPO,705,2.0,YES,High cost led to choosing cheaper cloud
PPO,706,1.0,YES,Balanced decision between SLA and cost
PPO,707,2.0,YES,High cost led to choosing cheaper cloud
PPO,708,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,709,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,710,1.0,YES,Balanced decision between SLA and cost
PPO,711,1.0,NO,Execution time exceeded SLA deadline
PPO,712,1.0,YES,Balanced decision between SLA and cost
PPO,713,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,714,2.0,YES,High cost led to choosing cheaper cloud
PPO,715,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,716,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,717,2.0,NO,Execution time exceeded SLA deadline
PPO,718,1.0,YES,Balanced decision between SLA and cost
PPO,719,2.0,YES,High cost led to choosing cheaper cloud
PPO,720,2.0,NO,High cost led to choosing cheaper cloud
PPO,721,1.0,NO,Execution time exceeded SLA deadline
PPO,722,1.0,YES,Balanced decision between SLA and cost
PPO,723,2.0,NO,High cost led to choosing cheaper cloud
PPO,724,1.0,NO,Execution time exceeded SLA deadline
PPO,725,1.0,NO,Execution time exceeded SLA deadline
PPO,726,2.0,NO,High cost led to choosing cheaper cloud
PPO,727,2.0,YES,High cost led to choosing cheaper cloud
PPO,728,1.0,NO,Execution time exceeded SLA deadline
PPO,729,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,730,1.0,NO,Execution time exceeded SLA deadline
PPO,731,1.0,YES,Balanced decision between SLA and cost
PPO,732,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,733,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,734,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,735,1.0,NO,Execution time exceeded SLA deadline
PPO,736,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,737,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,738,1.0,NO,Execution time exceeded SLA deadline
PPO,739,2.0,NO,Execution time exceeded SLA deadline
PPO,740,1.0,NO,Execution time exceeded SLA deadline
PPO,741,2.0,NO,High cost led to choosing cheaper cloud
PPO,742,1.0,NO,Execution time exceeded SLA deadline
PPO,743,1.0,NO,Execution time exceeded SLA deadline
PPO,744,1.0,YES,Balanced decision between SLA and cost
PPO,745,1.0,NO,Execution time exceeded SLA deadline
PPO,746,1.0,NO,Execution time exceeded SLA deadline
PPO,747,2.0,NO,Execution time exceeded SLA deadline
PPO,748,1.0,YES,Balanced decision between SLA and cost
PPO,749,2.0,NO,High cost led to choosing cheaper cloud
PPO,750,1.0,NO,Execution time exceeded SLA deadline
PPO,751,2.0,NO,Execution time exceeded SLA deadline
PPO,752,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,753,1.0,NO,Execution time exceeded SLA deadline
PPO,754,1.0,NO,Execution time exceeded SLA deadline
PPO,755,1.0,NO,Execution time exceeded SLA deadline
PPO,756,2.0,NO,High cost led to choosing cheaper cloud
PPO,757,2.0,YES,High cost led to choosing cheaper cloud
PPO,758,2.0,NO,High cost led to choosing cheaper cloud
PPO,759,2.0,NO,Execution time exceeded SLA deadline
PPO,760,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,761,1.0,NO,Execution time exceeded SLA deadline
PPO,762,1.0,NO,Execution time exceeded SLA deadline
PPO,763,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,764,1.0,NO,Execution time exceeded SLA deadline
PPO,765,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,766,2.0,NO,High cost led to choosing cheaper cloud
PPO,767,2.0,NO,High cost led to choosing cheaper cloud
PPO,768,1.0,NO,Execution time exceeded SLA deadline
PPO,769,1.0,YES,Balanced decision between SLA and cost
PPO,770,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,771,1.0,YES,Balanced decision between SLA and cost
PPO,772,1.0,NO,Execution time exceeded SLA deadline
PPO,773,1.0,NO,Execution time exceeded SLA deadline
PPO,774,1.0,NO,Execution time exceeded SLA deadline
PPO,775,2.0,NO,High cost led to choosing cheaper cloud
PPO,776,2.0,YES,High cost led to choosing cheaper cloud
PPO,777,2.0,YES,High cost led to choosing cheaper cloud
PPO,778,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,779,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,780,1.0,YES,Balanced decision between SLA and cost
PPO,781,1.0,NO,Execution time exceeded SLA deadline
PPO,782,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,783,1.0,NO,Execution time exceeded SLA deadline
PPO,784,2.0,NO,High cost led to choosing cheaper cloud
PPO,785,2.0,YES,High cost led to choosing cheaper cloud
PPO,786,1.0,NO,Execution time exceeded SLA deadline
PPO,787,2.0,NO,High cost led to choosing cheaper cloud
PPO,788,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,789,2.0,NO,High cost led to choosing cheaper cloud
PPO,790,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,791,2.0,NO,Execution time exceeded SLA deadline
PPO,792,1.0,NO,Execution time exceeded SLA deadline
PPO,793,1.0,NO,Execution time exceeded SLA deadline
PPO,794,2.0,NO,High cost led to choosing cheaper cloud
PPO,795,2.0,YES,High cost led to choosing cheaper cloud
PPO,796,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,797,2.0,NO,Execution time exceeded SLA deadline
PPO,798,1.0,NO,Execution time exceeded SLA deadline
PPO,799,1.0,NO,Execution time exceeded SLA deadline
PPO,800,2.0,NO,High cost led to choosing cheaper cloud
PPO,801,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,802,1.0,NO,Execution time exceeded SLA deadline
PPO,803,1.0,NO,Execution time exceeded SLA deadline
PPO,804,1.0,NO,Execution time exceeded SLA deadline
PPO,805,1.0,YES,Balanced decision between SLA and cost
PPO,806,2.0,YES,High cost led to choosing cheaper cloud
PPO,807,1.0,YES,Balanced decision between SLA and cost
PPO,808,2.0,NO,Execution time exceeded SLA deadline
PPO,809,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,810,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,811,2.0,NO,High cost led to choosing cheaper cloud
PPO,812,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,813,1.0,YES,Balanced decision between SLA and cost
